Date,10yr-2y_euro-area,10yr-2y_usa,BalanceSheet_euro-area,BalanceSheet_global,BalanceSheet_japan,BalanceSheet_usa,BTC_price,GDP_japan,GDP_usa,GDP_euro-area,Breakeven_inflation_usa,CPI_euro-area,CPI_japan,CPI_usa,PMI_euro-area,PMI_japan,PMI_usa,EURUSD,JPYUSD,JPYEUR,SPY,QQQ,EXSA,JPXN
2017-04-30,1.114,1.01,4148032.0,16233.1815,4977463.0,4470142.0,1347.8900146484375,550777.3,19438.643,3253429.5,1.92,1.9,0.4,0.296553336532688,56.7,52.7,52.8,1.0907504558563232,0.0089845648035407,0.0082339998334646,210.79217529296875,129.19764709472656,31.152137756347656,49.094268798828125
2017-05-31,1.098,0.93,4195685.0,16228.3653,5008008.0,4459914.0,2286.409912109375,,,,1.81,1.4,0.4,0.0854721826896363,57.0,53.1,52.7,1.117168664932251,0.0090220952406525,0.0080719999969005,213.7670440673828,134.23289489746094,31.99772834777832,50.45267105102539
2017-06-30,1.127,0.93,4209510.0,16229.1502,5021084.0,4463347.0,2480.840087890625,,,,1.73,1.3,0.4,0.0907111014861139,57.4,52.4,52.0,1.144164800643921,0.0089278537780046,0.0078010000288486,214.0858154296875,130.7652130126953,30.80538558959961,50.76613998413086
2017-07-31,1.245,0.96,4248280.0,16415.3835,5055602.0,4465284.0,2875.340087890625,557081.4,19692.595,3287576.9,1.82,1.3,0.4,-0.0689922638852295,56.6,52.1,53.3,1.1747292280197144,0.0090489545837044,0.0076999999582767,219.55160522460935,136.44668579101562,31.11893653869629,52.12554931640625
2017-08-31,1.119,0.79,4278881.0,16505.8061,5115845.0,4452360.0,4703.39013671875,,,,1.76,1.5,0.7,0.299445229710857,57.4,52.2,52.8,1.1893434524536133,0.0090530505403876,0.0076100002042949,220.1922149658203,139.2760772705078,30.89571762084961,52.06421661376953
2017-09-30,1.216,0.86,4318624.0,16528.9075,5134438.0,4455661.0,4338.7099609375,,,,1.84,1.6,0.7,0.5294905893230339,58.1,52.9,53.1,1.1741636991500854,0.0088499998673796,0.0075400001369416,223.51971435546875,138.56161499023438,31.58192253112793,52.92276382446289
2017-10-31,1.184,0.78,4371222.0,16602.7875,5180461.0,4461117.0,6468.39990234375,556897.6,20037.088,3326186.5,1.88,1.4,0.2,-0.0632042103727646,58.5,52.8,54.6,1.1652703285217283,0.0088498704135417,0.007592000067234,229.922119140625,145.26153564453125,32.51223373413086,55.75243377685547
2017-11-30,1.139,0.64,4427474.0,16670.4155,5218600.0,4438592.0,10233.599609375,,,,1.86,1.5,0.6,0.0024324685907436,60.1,53.6,53.9,1.18519926071167,0.0089284116402268,0.0075300000607967,236.9499664306641,148.12574768066406,31.958627700805664,57.14537048339844
2017-12-31,1.157,0.51,4471563.0,16732.8023,5214161.0,4448680.0,14156.400390625,,,,1.96,1.3,1.0,-0.05878322772623,60.6,54.0,55.1,1.200004816055298,0.0088746892288327,0.0074000000022351,238.6040496826172,148.70809936523438,32.092830657958984,56.89131164550781
2018-01-31,1.235,0.58,4493058.0,16662.929,5267036.0,4419225.0,10221.099609375,558097.3,20328.553,3344298.4,2.11,1.3,1.4,0.544774545277541,59.6,54.8,55.5,1.2409565448760986,0.0091969240456819,0.0074080000631511,253.3398284912109,162.0687713623047,32.74346923828125,60.29397201538086
2018-02-28,1.282,0.62,4511540.0,16643.2789,5331792.0,4393401.0,10397.900390625,,,,2.12,1.1,1.5,0.45346899748655,58.6,54.1,55.3,1.2230321168899536,0.0093087330460548,0.0076089999638497,244.1284027099609,159.9735107421875,31.46663856506348,58.42774963378906
2018-03-31,1.158,.,4529579.0,16564.8289,5282856.0,4392198.0,6973.52978515625,,,,.,1.4,1.1,0.2261125904149039,56.6,53.1,55.6,1.2331976890563965,0.0094099938869476,0.0076299998909235,236.48953247070312,153.19996643066406,30.8850154876709,58.25971221923828
2018-04-30,1.2,0.46,4554344.0,16628.2293,5350510.0,4372886.0,9240.5498046875,559155.2,20580.912,3369891.5,2.17,1.2,0.6,0.397509156334893,56.2,53.8,56.5,1.2122827768325806,0.00916607119143,0.0075579998083412,238.66378784179688,154.22471618652344,32.2379150390625,58.20663070678711
2018-05-31,1.094,0.43,4562651.0,16724.1845,5408036.0,4327519.0,7494.169921875,,,,2.07,2.0,0.7,0.4158916925435,55.5,52.8,56.4,1.1667250394821167,0.0091986162588,0.0078819999471306,244.46548461914065,162.97373962402344,32.32643127441406,57.24257278442383
2018-06-30,1.061,0.33,4592518.0,16764.3482,5370168.0,4305491.0,6404.0,,,,2.11,2.0,0.7,0.159387570154372,54.9,53.0,55.4,1.1704941987991333,0.0090509206056594,0.0077200001105666,244.77224731445312,164.48780822753906,31.791170120239254,55.61515808105469
2018-07-31,1.048,0.29,4612006.0,16742.6406,5463108.0,4277681.0,7780.43994140625,555340.9,20798.73,3389450.9,2.12,2.2,0.9,0.0067463262285171,55.1,52.3,55.3,1.170740842819214,0.0090094953775405,0.0076950001530349,254.98008728027344,169.44949340820312,33.19551467895508,56.38121032714844
2018-08-31,0.999,0.24,4621355.0,16690.1912,5509363.0,4218914.0,7037.580078125,,,,2.08,2.1,1.3,0.0555542328357295,54.6,52.5,54.7,1.1664663553237915,0.0090090902522206,0.0077200001105666,263.1190490722656,179.24478149414062,32.45387268066406,55.59838104248047
2018-09-30,1.054,0.24,4619792.0,16750.8565,5456615.0,4192909.0,6625.56005859375,,,,2.14,2.1,1.2,0.116202517589025,53.2,52.5,55.6,1.162304162979126,0.008796390146017,0.0075679998844861,263.4906311035156,178.41891479492188,32.23649215698242,57.82231903076172
2018-10-31,1.064,0.28,4624792.0,16814.8779,5518054.0,4139731.0,6317.60986328125,553632.0,20917.867,3431351.0,2.05,2.3,1.4,0.176676345572587,52.0,52.9,55.7,1.1346358060836792,0.008845486678183,0.0077920001931488,246.3926239013672,163.37594604492188,30.733287811279297,52.61831665039063
2018-11-30,1.005,0.21,4660299.0,16821.1673,5555010.0,4097170.0,4017.2685546875,,,,1.97,1.9,0.8,-0.3349348518100969,51.8,52.2,55.3,1.1392766237258911,0.0088174864649772,0.0077360002323985,250.9630279541016,162.94305419921875,30.449125289916992,53.03641128540039
2018-12-31,0.974,0.21,4669003.0,17006.9984,5520843.0,4075636.0,3742.700439453125,,,,1.71,1.5,0.3,-0.319396281513109,51.4,52.6,53.8,1.1439945697784424,0.0090637179091572,0.0079220002517104,227.53738403320312,148.4064483642578,28.554668426513672,48.46399688720703
2019-01-31,0.77,0.18,4708899.0,16978.4129,5569180.0,4039678.0,3457.792724609375,558381.1,21104.133,3468474.5,1.85,1.4,0.2,0.1906596665246839,50.5,50.3,54.9,1.1487650871276855,0.0091759115457534,0.0079870000481605,247.19046020507807,162.24183654785156,30.5966911315918,52.35289764404297
2019-02-28,0.766,0.21,4692062.0,17040.1292,5619262.0,3974590.0,3854.785400390625,,,,1.95,1.5,0.2,0.422705314009692,49.3,48.9,53.0,1.1380189657211304,0.0090202232822775,0.0079239998012781,255.2032012939453,167.09478759765625,31.829389572143555,52.46957778930664
2019-03-31,0.607,0.14,4695785.0,17132.2723,5570243.0,3955617.0,4105.404296875,,,,1.88,1.4,0.5,0.564135835680577,47.5,49.2,52.4,1.1233052015304563,0.0090195722877979,0.0080300001427531,258.6832275390625,173.3370819091797,32.44356155395508,52.96321487426758
2019-04-30,0.67,0.24,4697616.0,17108.5828,5620357.0,3928273.0,5350.7265625,561131.4,21384.775,3495459.4,1.95,1.7,0.9,0.529500161289074,47.9,50.2,52.6,1.1185182332992554,0.0089543955400586,0.0080019999295473,270.4369506835937,183.20217895507807,33.79379653930664,53.32223510742188
2019-05-31,0.555,0.19,4685961.0,17163.6433,5671565.0,3851444.0,8574.501953125,,,,1.74,1.2,0.7,0.212875858938411,47.7,49.8,50.5,1.1131147146224976,0.0091443620622158,0.0082099996507167,253.1909027099609,168.13351440429688,32.170928955078125,50.71939086914063
2019-06-30,0.487,0.25,4692614.0,17339.769,5648665.0,3826817.0,10817.1552734375,,,,1.69,1.3,0.7,0.0199147181481604,47.6,49.3,50.6,1.1390948295593262,0.0092810010537505,0.0081369997933506,269.498779296875,180.49581909179688,33.225364685058594,52.523433685302734
2019-07-31,0.403,0.13,4685716.0,17355.8538,5683142.0,3779102.0,10085.6279296875,561496.7,21694.282,3517158.1,1.76,1.0,0.5,0.167094162245338,46.5,49.4,50.4,1.1157974004745483,0.0092113269492983,0.0082529997453093,274.904052734375,185.11839294433597,33.688232421875,52.6306266784668
2019-08-31,0.277,0.0,4683714.0,17465.1117,5727192.0,3759946.0,9630.6640625,,,,1.55,1.0,0.3,-0.0050668236082818,47.0,49.3,50.3,1.1012003421783447,0.009395140223205,0.0085439998656511,270.30126953125,181.6020355224609,33.27530670166016,52.09699249267578
2019-09-30,0.285,0.05,4638104.0,17506.7712,5698026.0,3857715.0,8293.8681640625,,,,1.53,0.8,0.2,0.0783448576930001,45.7,48.9,51.1,1.0942714214324951,0.0092640630900859,0.0084640001878142,274.2940673828125,182.90008544921875,34.079193115234375,55.28070831298828
2019-10-31,0.329,0.17,4680875.0,17542.7644,5756702.0,4019823.0,9199.5849609375,550319.7,21902.39,3544541.4,1.54,0.7,0.2,0.228619055223,45.9,48.9,51.3,1.1154489517211914,0.0091921053826808,0.0082400003448128,281.6518859863281,191.2962188720703,34.83023452758789,57.0805778503418
2019-11-30,0.35,0.17,4698291.0,17638.4337,5785322.0,4052875.0,7569.6298828125,,,,1.61,1.0,0.5,-0.0536243034669465,46.9,48.9,52.6,1.1019999980926514,0.0091370092704892,0.0082890000194311,291.84722900390625,199.0808563232422,35.80699157714844,57.840328216552734
2019-12-31,0.477,0.34,4691998.0,17725.925,5730531.0,4165591.0,7193.59912109375,,,,1.77,1.3,0.8,-0.0909769525053793,46.3,48.4,52.4,1.120229721069336,0.0091850133612751,0.0081960000097751,298.85760498046875,206.37045288085935,36.66831207275391,57.68656921386719
2020-01-31,0.282,0.18,4671365.0,17800.0023,5783352.0,4151630.0,9350.529296875,554163.9,21706.513,3453217.7,1.65,1.4,0.7,0.387976993781487,47.9,48.8,51.9,1.1029127836227417,0.0091846762225031,0.0083250002935528,300.2056579589844,213.10186767578125,36.18891525268555,56.79983901977539
2020-02-29,0.214,0.27,4691852.0,17882.7485,5849208.0,4158637.0,8599.5087890625,,,,1.41,1.2,0.4,0.274061813149543,49.2,47.8,50.7,1.1030004024505615,0.0092476140707731,0.0083889998495578,276.4396667480469,200.1934051513672,33.236351013183594,51.820125579833984
2020-03-31,0.292,0.47,5062687.0,19311.7385,6044846.0,5254278.0,6438.64453125,,,,0.87,0.7,0.4,-0.2176451031784789,44.5,44.8,48.5,1.1030466556549072,0.0092562595382332,0.0083879996091127,240.50607299804688,185.21295166015625,28.28568649291992,48.47895812988281
2020-04-30,0.248,0.44,5347042.0,20306.0448,6190306.0,6655929.0,8658.5537109375,514011.7,19913.143,3109401.5,1.07,0.3,0.1,-0.668694186699718,33.4,41.9,36.1,1.087725043296814,0.0093799829483032,0.0086209997534751,272.6401672363281,213.40005493164065,30.17158317565918,50.93219757080078
2020-05-31,0.275,0.49,5596070.0,20203.7513,6385922.0,7097316.0,9461.05859375,,,,1.15,0.1,0.1,0.0019501616684046,39.4,38.4,39.8,1.1110000610351562,0.0092798806726932,0.0083529995754361,285.63018798828125,227.486328125,31.19610023498535,54.86837387084961
2020-06-30,0.243,0.5,6236143.0,20132.5106,6489462.0,7082302.0,9137.9931640625,,,,1.34,0.3,0.1,0.5472046927775109,47.4,40.1,49.8,1.1247202157974243,0.0092945443466305,0.0082609998062253,289.42205810546875,241.367919921875,31.85374641418457,54.39236831665039
2020-07-31,0.216,0.44,6360822.0,19957.2694,6658852.0,6949032.0,11323.466796875,540541.1,21647.64,3425397.7,1.55,0.4,0.3,0.5058243501670089,51.8,45.2,50.9,1.1872254610061646,0.0095526492223143,0.008042000234127,307.8153686523437,259.5506286621094,31.83706283569336,53.90083312988281
2020-08-31,0.292,0.58,6440237.0,20049.0647,6828990.0,6990418.0,11680.8203125,,,,1.8,-0.2,0.2,0.315321052408127,51.7,47.2,53.1,1.1918240785598757,0.0094755291938781,0.0079460004344582,329.2999267578125,287.9577331542969,32.83407974243164,57.81870651245117
2020-09-30,0.197,0.56,6534815.0,20052.1425,6900269.0,7056129.0,10784.4912109375,,,,1.63,-0.3,0.0,0.13927469432666,53.7,47.7,53.2,1.1742050647735596,0.0094639612361788,0.0080559998750686,315.7059936523437,271.3177490234375,32.152854919433594,58.98023986816406
2020-10-31,0.197,0.74,6775763.0,20201.0003,6982309.0,7146306.0,13780.9951171875,549431.5,22024.502,3466229.1,1.7,-0.3,-0.4,0.0414937759336148,54.8,48.7,53.4,1.1676785945892334,0.0095644351094961,0.0081820003688335,309.06658935546875,263.0563659667969,30.723913192749023,57.9293327331543
2020-11-30,0.202,0.68,6883402.0,20335.8267,7053047.0,7216480.0,19625.8359375,,,,1.77,-0.3,-0.9,-0.0610627217844138,53.8,49.0,56.7,1.1971460580825806,0.0096078095957636,0.00802499987185,342.68572998046875,292.5865173339844,34.95355987548828,64.33621978759766
2020-12-31,0.197,0.8,7014661.0,20493.1434,7025822.0,7363351.0,29001.720703125,,,,1.99,-0.3,-1.2,0.0941478467042597,55.2,50.0,57.1,1.2299896478652954,0.0096973460167646,0.0078840004280209,353.87335205078125,306.3749694824219,36.047271728515625,66.74225616455078
2021-01-31,0.241,1.0,7033256.0,20558.3445,7094935.0,7404926.0,33114.359375,550976.5,22600.185,3510637.7,2.13,0.9,-0.7,0.425378348702726,54.8,49.8,59.2,1.213900089263916,0.0095529230311512,0.0078689996153116,351.76025390625,307.7325744628906,35.556514739990234,66.78224182128906
2021-02-28,0.421,1.3,7110487.0,20719.347,7126021.0,7590111.0,45137.76953125,,,,2.15,0.9,-0.5,0.547438279392344,57.9,51.4,58.6,1.2073606252670288,0.0093870274722576,0.0077700000256299,361.5411376953125,307.3216857910156,36.49916076660156,67.7662353515625
2021-03-31,0.443,1.58,7505021.0,20969.5392,7145566.0,7688988.0,58918.83203125,,,,2.37,1.3,-0.4,0.7083273133749509,62.5,52.7,59.1,1.1723604202270508,0.0090657724067568,0.0077280001714825,376.720947265625,312.203369140625,38.785186767578125,68.31393432617188
2021-04-30,0.525,1.49,7567945.0,21438.0508,7202316.0,7780962.0,57750.17578125,554136.2,23292.362,3603708.2,2.41,1.6,-1.1,0.821890915406006,62.9,53.6,60.5,1.2127091884613037,0.0091823991388082,0.0075719999149441,397.9526062011719,331.0716857910156,39.67447662353516,66.76366424560547
2021-05-31,0.547,.,7657629.0,21449.2766,7246409.0,7903541.0,37332.85546875,,,,.,2.0,-0.8,0.80171051547627,63.1,53.0,62.1,1.2190067768096924,0.009098601527512,0.0074590002186596,400.5655517578125,327.0947570800781,40.847145080566406,68.1282730102539
2021-06-30,0.494,1.2,7877127.0,21375.6748,7169006.0,8078544.0,35040.8359375,,,,2.32,1.9,-0.5,0.929066290235704,63.4,52.4,62.1,1.1901928186416626,0.0090469075366854,0.0075989998877048,408.2137451171875,347.1750793457031,41.08441925048828,66.82864379882812
2021-07-31,0.364,1.05,7987364.0,21751.0731,7229429.0,8221473.0,41626.1953125,550618.3,23828.973,3715588.7,2.4,2.2,-0.3,0.481052352629404,62.8,53.0,63.4,1.1867802143096924,0.0091182636097073,0.0076799998059868,419.5473937988281,357.5218811035156,42.19945907592773,66.67295837402344
2021-08-31,0.372,1.1,8191312.0,22018.4509,7267102.0,8332743.0,47166.6875,,,,2.33,3.0,-0.4,0.206591136361161,61.4,52.7,61.1,1.1796904802322388,0.0090955393388867,0.0077060000039637,432.0330200195313,372.6044921875,43.20354843139648,68.32901763916016
2021-09-30,0.55,1.24,8273207.0,22197.2056,7240579.0,8447981.0,43790.89453125,,,,2.37,3.4,0.2,0.271597085905821,58.6,51.5,60.7,1.1601601839065552,0.0089336764067411,0.0076979999430477,410.5825500488281,351.0395812988281,41.4763298034668,70.19091033935547
2021-10-31,0.551,1.07,8366071.0,22376.561,7251886.0,8556181.0,61318.95703125,555460.4,24654.603,3785325.1,2.51,4.1,0.1,0.830811855200318,58.3,53.2,58.4,1.156136155128479,0.008784644305706,0.0075869997963309,440.7981567382813,379.065185546875,43.62478256225586,68.25415802001953
2021-11-30,0.465,0.91,8456991.0,22493.7566,7282186.0,8681771.0,57005.42578125,,,,2.5,4.9,0.6,0.491342750434762,58.4,54.5,58.3,1.1293437480926514,0.0087870368734002,0.0077789998613297,437.2563781738281,386.6344909667969,42.54562377929688,65.7186050415039
2021-12-31,0.491,0.79,8566372.0,22572.452,7237659.0,8757460.0,46306.4453125,,,,2.56,5.0,0.8,0.307251716148357,58.0,54.3,57.7,1.132502794265747,0.0086908908560872,0.007672999985516,455.876953125,390.5910034179688,44.76415252685547,66.13027954101562
2022-01-31,0.6,0.61,8622576.0,22569.1593,7251444.0,8860485.0,38483.125,554814.9,25029.116,3860421.0,2.44,5.1,0.5,0.8414573783545228,58.7,55.4,55.5,1.1152374744415283,0.0086758863180875,0.0077789998613297,433.3505554199219,356.88116455078125,43.25068283081055,64.36431884765625
2022-02-28,0.751,0.39,8671293.0,22511.5996,7305553.0,8928129.0,43193.234375,,,,2.62,5.9,0.9,0.913397925647697,58.2,52.7,57.3,1.118105411529541,0.0086516421288251,0.0077379997819662,420.5593566894531,340.9072570800781,41.72150421142578,63.6976318359375
2022-03-31,0.704,0.04,8710615.0,22644.5579,7362535.0,8937142.0,45538.67578125,,,,2.84,7.4,1.2,1.3351379548562698,56.5,54.1,58.8,1.116183519363403,0.0081953108310699,0.0073389997705817,435.0168151855469,356.3799133300781,42.15974426269531,62.0213737487793
2022-04-30,0.726,0.19,8783589.0,22621.8425,7386915.0,8939199.0,37714.875,560405.4,25544.273,3943803.9,2.88,7.5,2.5,0.5582531025654971,55.5,53.5,59.2,1.0546298027038574,0.0077111697755753,0.0073029999621212,398.0686645507813,308.3080444335937,41.90388488769531,57.116432189941406
2022-05-31,0.862,0.32,8813834.0,22691.4591,7364911.0,8914281.0,31792.310546875,,,,2.64,8.1,2.5,1.10235239995988,54.6,53.3,57.0,1.0773539543151855,0.007825706154108,0.0072639998979866,398.9672546386719,303.4164428710937,41.590850830078125,57.95455551147461
2022-06-30,0.855,0.06,8835987.0,22775.745,7327306.0,8913553.0,19784.7265625,,,,2.33,8.7,2.4,1.37360757588199,52.1,52.7,52.7,1.04465913772583,0.007321233395487,0.0070079998113214,364.4936828613281,275.858154296875,37.764427185058594,53.649635314941406
2022-07-31,0.674,-0.22,8764480.0,22902.0733,7253573.0,8890004.0,23336.896484375,557327.9,25994.639,4009673.2,2.53,8.9,2.6,-0.0118119138337545,49.8,52.1,52.2,1.022704005241394,0.0075058173388242,0.0073400000110268,399.7785339355469,311.0800170898437,41.24379348754883,57.126251220703125
2022-08-31,0.496,-0.3,8750036.0,22930.7086,7092488.0,8826093.0,20049.763671875,,,,2.48,9.2,3.0,-0.0354399276350673,49.6,51.5,51.5,1.0025062561035156,0.0072080385871231,0.0071870000101625,383.466796875,295.11480712890625,39.08277893066406,54.701080322265625
2022-09-30,0.469,-0.39,8810111.0,22849.3624,6857902.0,8795567.0,19431.7890625,,,,2.15,9.9,3.0,0.2150784513001039,48.4,50.8,52.0,0.9829555749893188,0.0069237211719155,0.0070409998297691,346.59307861328125,263.5492553710937,36.2029914855957,50.02396011352539
2022-10-31,0.319,-0.41,8770670.0,22832.5144,6959532.0,8723090.0,20495.7734375,567911.8,26408.405,4080881.9,2.52,10.6,3.7,0.405649443411221,46.4,50.7,50.4,0.9955002665519714,0.0067653506994247,0.0067969998344779,376.3020935058594,274.5834350585937,38.87848281860352,50.98633575439453
2022-11-30,-0.044,-0.7,8471442.0,22808.0,6998931.0,8584576.0,17168.56640625,,,,2.34,10.1,3.8,-0.101002644188814,47.1,49.0,47.7,1.0324499607086182,0.0072074672207236,0.0069780000485479,397.2213439941406,289.80670166015625,41.60981369018555,57.19361877441406
2022-12-31,-0.01,-0.53,7955797.0,22846.2317,7039414.0,8551169.0,16547.49609375,,,,2.3,9.2,4.0,-0.307009146454112,47.8,48.9,46.2,1.072846293449402,0.0076271831057965,0.0071100001223385,372.6190490722656,263.05474853515625,40.23937225341797,56.12538909912109
2023-01-31,-0.185,-0.69,7893991.0,22941.0195,7337761.0,8470557.0,23139.283203125,580423.0,26813.601,4173991.9,2.24,8.7,4.3,0.799536383454017,48.8,48.9,46.9,1.0850694179534912,0.0076640681363642,0.00705899996683,397.8707885742188,291.7482604980469,42.97249984741211,60.48812103271485
2023-02-28,-0.323,-0.89,7839385.0,22960.8713,7395800.0,8382190.0,23147.353515625,,,,2.43,8.5,3.3,0.5582110505732301,48.5,47.7,47.3,1.0611205101013184,0.0073358421213924,0.0069129997864365,387.8672180175781,290.6985778808594,43.73002624511719,57.898536682128906
2023-03-31,-0.212,-0.58,7729612.0,22993.9694,7351165.0,8705942.0,28478.484375,,,,2.32,6.9,3.2,0.3310729956123049,47.3,49.2,49.2,1.0904649496078491,0.0075074508786201,0.006881000008434,400.71917724609375,317.8017578125,43.42797470092773,60.5654296875
2023-04-30,-0.24,-0.6,7719816.0,22931.009,7400726.0,8562768.0,29268.806640625,595112.1,27063.012,4224584.7,2.18,7.0,3.5,0.50590386832584,45.8,49.5,50.2,1.1128422021865845,0.0073356805369257,0.0065919999033212,408.6744079589844,319.91046142578125,44.72380447387695,60.691043853759766
2023-05-31,-0.26,-0.76,7713658.0,22963.617,7455518.0,8385854.0,27219.658203125,,,,2.18,6.1,3.2,0.251843501020241,44.8,50.6,48.4,1.073306918144226,0.0071534849703311,0.0066619999706745,410.5609130859375,345.13153076171875,43.535980224609375,61.29012680053711
2023-06-30,-0.612,-1.06,7219695.0,22992.4826,7328285.0,8340914.0,30477.251953125,,,,2.22,5.5,3.3,0.322891423648645,43.4,49.8,46.3,1.086802959442139,0.0069070314057171,0.0063550001941621,435.5473327636719,366.385498046875,44.13228988647461,63.77342224121094
2023-07-31,-0.472,-0.91,7189296.0,22835.3139,7416142.0,8243344.0,29230.111328125,593792.5,27610.128,4255126.2,2.37,5.3,3.3,0.1907515019222699,42.7,49.6,49.0,1.1024264097213743,0.0071043921634554,0.0064440001733601,451.47503662109375,381.0503540039063,45.59773254394531,65.86691284179688
2023-08-31,-0.384,-0.76,7154855.0,22884.7995,7485376.0,8121316.0,25931.47265625,,,,2.24,5.2,3.2,0.436715506835353,43.5,49.6,47.9,1.0932546854019165,0.0068446737714111,0.006258999928832,444.1376647949219,375.3993225097656,44.42070007324219,64.00863647460938
2023-09-30,-0.281,-0.44,7066454.0,22946.8029,7414910.0,8002064.0,26967.916015625,,,,2.35,4.3,3.0,0.2485131552376499,43.4,48.5,49.8,1.0587612390518188,0.0066947848536074,0.0063229999504983,421.5831298828125,355.8144836425781,43.24853515625,62.28655624389648
2023-10-31,-0.165,-0.19,7019671.0,22962.155,7506502.0,7907830.0,34667.78125,597938.2,27956.998,4310741.9,2.42,2.9,3.3,-0.0383379522984981,43.1,48.7,50.0,1.061503529548645,0.0067064138129353,0.0063140001147985,413.8859558105469,348.9696350097656,42.13432312011719,60.8369026184082
2023-11-30,-0.278,-0.36,6995799.0,23032.796,7557805.0,7796145.0,37712.74609375,,,,2.23,2.4,2.8,-0.201513954841356,44.2,48.3,49.4,1.0973695516586304,0.0068009165115654,0.0061949999071657,451.6918640136719,386.7240295410156,44.91381454467773,64.7772445678711
2023-12-31,-0.355,-0.35,6935489.0,23260.9915,7499632.0,7712781.0,42265.1875,,,,2.16,2.9,2.6,-0.0993320327893392,44.4,47.9,47.9,1.1055831909179688,0.0070911925286054,0.0064139999449253,470.4068298339844,407.3019714355469,46.4803466796875,66.1490707397461
2024-01-31,-0.208,-0.28,6887588.0,23248.6106,7564336.0,7630124.0,42582.60546875,598108.5,28269.174,4353839.7,2.26,2.8,2.2,0.544750379793042,46.6,48.0,50.7,1.08433997631073,0.0067856875248253,0.006252999883145,479.8363342285156,415.7585754394531,47.33777618408203,69.14932250976562
2024-02-29,-0.421,-0.39,6830940.0,23314.4918,7604307.0,7567807.0,61198.3828125,,,,2.33,2.6,2.8,0.618967177555072,46.5,47.2,52.2,1.0838816165924072,0.0066376379691064,0.0061220000497996,504.8774719238281,437.72454833984375,48.20025634765625,72.0260009765625
2024-03-31,-0.438,.,6619689.0,23270.8911,7564231.0,7484739.0,71333.6484375,,,,.,2.4,2.7,0.646416993742063,46.1,48.2,51.9,1.0801469087600708,0.0066076386719942,0.0061169997788965,519.7730102539062,442.7200012207031,50.102638244628906,74.37693786621094
2024-04-30,-0.36,-0.35,6598860.0,23246.3192,7583199.0,7402434.0,60636.85546875,,,,2.41,2.4,2.5,,45.7,49.6,50.0,1.0715701580047607,0.00639738002792,0.0059670000337064,500.3657836914063,423.9161987304688,49.77860641479492,70.6670150756836
2024-05-31,-0.318,-0.38,6560665.0,23330.148,7610851.0,7284319.0,67491.4140625,,,,2.35,2.6,2.8,,47.3,50.4,51.3,1.0835410356521606,0.006371334195137,0.0058820000849664,525.6741333007812,449.9947509765625,51.47841262817383,72.46246337890625
2024-06-30,-0.297,-0.35,6522003.0,23510.8797,7536709.0,7231163.0,62678.29296875,,,,2.28,2.5,,,45.8,50.0,51.6,1.0721560716629028,0.0062158126384019,0.0057970001362264,542.4699096679688,478.34967041015625,50.272735595703125,71.72840881347656
